site_id,date,site_orders,site_views,site_units,site_revenue,impressions,clicks,channel_orders,cost,channel_revenue,channel_aov,cr,site_aov,cos
43,3/14/2017,252,16487,745,14512.24,67503,667,20,253.17,744.17,37.20849996,0.0300,57.5883,0.3402
14,2/25/2017,89,5683,295,6327.59,11231,171,9,61.65,471.07,52.34111192,0.0526,71.0965,0.1309
17,3/16/2017,91,12578,238,12314.16,68251,955,15,223.12,1745.44,116.3626672,0.0157,135.3204,0.1278
47,2/24/2017,47,16191,61,3834.00,23431,660,12,46.28,337.10,28.09166702,0.0182,81.5745,0.1373
5,3/6/2017,72,8106,498,3265.27,115591,1182,32,162.47,1334.73,41.71031287,0.0271,45.3510,0.1217
34,3/22/2017,16,2847,23,3032.96,18621,248,2,96.77,294.84,147.420002,0.0081,189.5600,0.3282
32,3/3/2017,8,1847,22,6644.00,26176,304,1,240.51,341.00,341,0.0033,830.5000,0.7053
11,3/11/2017,33,4183,39,2628.96,98307,1562,26,508.15,3518.49,135.3265384,0.0166,79.6655,0.1444
30,3/9/2017,798,75438,5782,51642.91,44048,495,13,100.27,510.73,39.28692304,0.0263,64.7154,0.1963
19,2/24/2017,1,3267,4,296.00,74466,892,0,241.25,0.00,,0.0000,296.0000,
11,3/6/2017,42,4623,51,2495.33,89301,1552,28,395.59,2207.07,78.82392856,0.0180,59.4126,0.1792
28,2/25/2017,0,3525,0,0.00,94721,1101,43,510.23,1631.11,37.93279084,0.0391,,0.3128
35,3/2/2017,5973,998,13400,314919.68,97536,664,48,358.08,1912.47,39.84312489,0.0723,52.7239,0.1872
11,2/28/2017,46,3443,66,3442.49,84473,1494,33,377.58,3627.84,109.9345445,0.0221,74.8367,0.1041
54,3/5/2017,5,476,5,525.95,8190,57,2,30.16,65.98,32.99000072,0.0351,105.1900,0.4571
15,3/21/2017,60,3247,594,11523.56,100672,968,24,363.06,6233.47,259.7279177,0.0248,192.0593,0.0582
47,3/20/2017,68,20392,86,3923.45,31040,838,26,67.56,1130.07,43.46423039,0.0310,57.6978,0.0598
11,3/19/2017,55,4283,77,3405.35,88898,1641,44,402.04,3345.51,76.03431793,0.0268,61.9155,0.1202
42,3/19/2017,1931,74303,4033,203863.95,1029034,9513,299,7694.75,19355.25,64.73327754,0.0314,105.5743,0.3976
36,3/5/2017,17,3088,25,2376.25,4973,67,1,37.69,106.25,106.25,0.0149,139.7794,0.3547
43,3/16/2017,218,17454,680,12174.46,60358,609,20,169.27,760.58,38.02899976,0.0328,55.8461,0.2226
14,3/3/2017,116,7789,341,6125.53,15643,227,5,93.11,231.10,46.22000046,0.0220,52.8063,0.4029
19,3/11/2017,10,3351,35,6887.95,74197,920,6,214.8,4295.32,715.886666,0.0065,688.7950,0.0500
11,3/16/2017,46,4403,56,3140.08,74086,1295,27,340.78,2200.93,81.51592647,0.0208,68.2626,0.1548
7,3/13/2017,3,277,6,292.99,3762,35,0,19.1,0.00,,0.0000,97.6633,
18,3/10/2017,490,22362,3063,76611.02,30187,501,11,104.91,918.87,83.53363687,0.0220,156.3490,0.1142
3,3/13/2017,108,2623,881,5188.45,105532,1461,59,209.52,1623.14,27.51084756,0.0404,48.0412,0.1291
36,3/10/2017,20,5405,38,4080.20,4513,67,2,34.36,279.00,139.5,0.0299,204.0100,0.1232
21,2/24/2017,6,885,7,841.39,21576,226,3,29.39,349.98,116.6599962,0.0133,140.2317,0.0840
28,3/17/2017,0,4952,0,0.00,138823,1422,29,660.39,801.58,27.64068969,0.0204,,0.8239
49,3/18/2017,63,1751,96,3542.49,39300,768,47,125.18,1292.43,27.4985105,0.0612,56.2300,0.0969
49,3/22/2017,44,1407,157,3662.30,26080,520,24,89.31,2544.36,106.0149983,0.0462,83.2341,0.0351
25,3/18/2017,165,3730,350,4983.95,20402,149,5,177.65,80.09,16.01799974,0.0336,30.2058,2.2181
37,3/6/2017,380,20631,1039,46128.99,60384,656,27,401.79,1669.22,61.82296227,0.0412,121.3921,0.2407
2,3/21/2017,44,2124,229,6093.49,40591,321,14,143.36,2162.45,154.4607146,0.0436,138.4884,0.0663
9,3/20/2017,308,29181,958,73858.80,433058,6771,109,1795.55,19848.64,182.0976134,0.0161,239.8013,0.0905
4,2/25/2017,1781,253109,14234,166323.83,175173,2422,99,1042.16,5861.96,59.21171717,0.0409,93.3879,0.1778
38,3/8/2017,4,322,5,853.68,8524,118,2,62.19,264.89,132.4449959,0.0169,213.4200,0.2348
23,3/20/2017,290,27091,1033,53562.38,54324,955,19,296.81,1880.90,98.99473502,0.0199,184.6979,0.1578
53,2/27/2017,194,16593,501,13190.60,91310,965,23,270.39,923.40,40.14782619,0.0238,67.9928,0.2928
10,3/16/2017,265,6912,1886,79734.63,66566,877,23,686.34,8613.95,374.5195658,0.0262,300.8854,0.0797
27,2/26/2017,369,17952,1472,44214.41,113665,2275,68,1741.04,8007.56,117.7582356,0.0299,119.8223,0.2174
31,2/27/2017,105,11286,573,7366.99,44586,889,6,298.84,418.20,69.69999937,0.0067,70.1618,0.7146
54,3/2/2017,2,451,2,97.98,4986,45,0,28.75,0.00,,0.0000,48.9900,
28,3/7/2017,0,5139,0,0.00,153342,1781,43,915.9,1803.50,41.9418606,0.0241,,0.5078
49,3/16/2017,67,2647,99,4479.13,54793,1230,31,270.62,1971.84,63.60774222,0.0252,66.8527,0.1372
7,2/25/2017,2,283,25,338.00,3653,38,1,16.36,42.50,42.5,0.0263,169.0000,0.3849
34,3/10/2017,14,2875,17,3574.96,24695,316,4,110.82,752.85,188.2125015,0.0127,255.3543,0.1472
51,3/14/2017,80,845,345,9212.46,11874,122,7,159.25,500.81,71.54428455,0.0574,115.1558,0.3180
21,3/9/2017,6,822,15,242.12,22491,282,5,26.13,236.78,47.35599976,0.0177,40.3533,0.1104
36,3/21/2017,34,4950,63,7548.70,4936,60,0,41.32,0.00,,0.0000,222.0206,
53,3/3/2017,204,15922,319,11946.36,86465,1085,29,314.75,1255.95,43.30862081,0.0267,58.5606,0.2506
33,3/2/2017,755,20285,2950,70303.40,142929,1106,65,1560.33,3526.88,54.25969152,0.0588,93.1171,0.4424
19,3/19/2017,4,3787,17,2627.00,102754,1167,2,315.19,2128.95,1064.474976,0.0017,656.7500,0.1480
11,3/13/2017,62,5026,80,5535.65,96719,1774,39,514.97,3683.55,94.45000037,0.0220,89.2847,0.1398
18,3/5/2017,547,22720,3958,79410.02,26616,408,15,157.35,883.73,58.91533343,0.0368,145.1737,0.1781
30,3/6/2017,659,86078,3073,44202.23,42819,499,11,129.45,244.97,22.26999994,0.0220,67.0747,0.5284
20,2/27/2017,13,1110,19,1373.95,30844,393,5,205.24,543.49,108.6980011,0.0127,105.6885,0.3776
53,3/7/2017,236,18637,388,15823.85,126141,1572,39,510.21,1725.90,44.25384617,0.0248,67.0502,0.2956
26,3/6/2017,91,20168,113,8635.35,36205,376,10,240.61,350.03,35.00300055,0.0266,94.8940,0.6874
47,3/6/2017,55,16736,67,4992.73,23865,646,23,45.6,1095.89,47.64739136,0.0356,90.7769,0.0416
38,3/10/2017,7,313,11,1466.62,8452,124,2,63.06,386.98,193.4900055,0.0161,209.5171,0.1630
47,3/19/2017,56,18538,67,4488.91,31719,924,24,61.15,953.83,39.74291674,0.0260,80.1591,0.0641
52,3/19/2017,21,5572,32,10786.00,42481,589,6,250.24,2550.00,425,0.0102,513.6190,0.0981
37,3/21/2017,303,22231,639,28592.02,51539,648,21,315.17,1614.34,76.87333334,0.0324,94.3631,0.1952
35,3/16/2017,4733,1139,10961,248930.70,85375,555,19,323.14,664.72,34.985263,0.0342,52.5947,0.4861
13,3/14/2017,66,7386,203,3202.00,9356,158,6,86.49,251.47,41.91166687,0.0380,48.5152,0.3439
14,3/16/2017,0,15941,0,0.00,19222,207,13,85.9,869.79,66.90692388,0.0628,,0.0988
18,3/16/2017,495,21028,3733,82146.51,30822,431,8,83.14,2350.49,293.8112502,0.0186,165.9525,0.0354
48,3/13/2017,44,2518,953,6719.41,26614,478,5,242.84,616.67,123.3339989,0.0105,152.7139,0.3938
35,3/14/2017,5964,8315,14106,315206.42,96194,688,15,401.38,615.37,41.02466723,0.0218,52.8515,0.6523
49,3/8/2017,62,2657,103,4998.31,46633,1226,35,184.46,3075.00,87.85714291,0.0285,80.6179,0.0600
31,3/3/2017,128,12385,699,9068.37,36118,756,7,244.65,346.04,49.43428585,0.0093,70.8466,0.7070
20,3/21/2017,11,799,19,1434.48,20728,355,7,97.94,412.75,58.96428571,0.0197,130.4073,0.2373
19,3/4/2017,9,3976,21,4725.00,82258,1132,3,258.7,757.00,252.3333333,0.0027,525.0000,0.3417
16,3/3/2017,99,5729,195,7565.89,5039,79,2,24.94,159.95,79.97499847,0.0253,76.4231,0.1559
9,3/18/2017,218,25347,976,40403.58,412670,6562,87,1674.21,9508.54,109.2935628,0.0133,185.3375,0.1761
25,3/12/2017,226,4384,509,7348.33,9007,78,4,125.22,153.82,38.45499992,0.0513,32.5147,0.8141
51,3/15/2017,94,730,333,9369.78,11968,111,12,155.89,760.75,63.3958327,0.1081,99.6785,0.2049
48,3/21/2017,64,4108,535,7377.46,29009,497,8,296.66,851.55,106.443747,0.0161,115.2728,0.3484
16,3/4/2017,97,5485,179,7073.05,4413,69,4,23.44,270.86,67.71500015,0.0580,72.9180,0.0865
46,3/20/2017,299,22328,5106,79391.45,124399,1410,24,954.55,3864.76,161.031669,0.0170,265.5232,0.2470
1,3/13/2017,34,3053,37,15766.80,119354,1985,12,696.57,7004.80,583.7333345,0.0060,463.7294,0.0994
7,2/24/2017,2,384,2,266.99,3894,45,1,24.82,288.00,288,0.0222,133.4950,0.0862
54,3/22/2017,2,529,5,489.95,15451,147,1,65.8,114.99,114.9899979,0.0068,244.9750,0.5722
52,3/5/2017,40,6566,66,13107.59,43607,630,10,319.25,2944.55,294.4549984,0.0159,327.6897,0.1084
32,3/10/2017,10,1642,32,7295.00,24101,298,1,249.15,213.00,213,0.0034,729.5000,1.1697
49,2/27/2017,77,2769,114,6732.21,56893,1414,77,327.29,7180.55,93.25389643,0.0545,87.4313,0.0456
14,3/12/2017,0,21677,0,0.00,14499,166,3,52.41,149.65,49.88333257,0.0181,,0.3502
12,3/5/2017,11,2446,14,2044.30,29321,432,1,179.71,0.00,0,0.0023,185.8455,
51,3/5/2017,75,860,322,8518.88,11386,96,11,152.39,648.75,58.97727203,0.1146,113.5851,0.2349
54,2/25/2017,2,485,2,179.98,8000,62,1,35.18,19.99,19.98999977,0.0161,89.9900,1.7599
32,3/8/2017,6,1588,35,20768.00,7513,100,3,73.65,837.00,279,0.0300,3461.3333,0.0880
50,3/3/2017,3,850,4,2250.00,29176,309,2,127.19,962.99,481.4949951,0.0065,750.0000,0.1321
20,3/8/2017,10,836,12,1080.53,18739,305,7,88.71,368.80,52.68571472,0.0230,108.0530,0.2405
2,3/20/2017,37,1636,251,6934.64,41295,287,10,111.08,865.12,86.51200075,0.0348,187.4227,0.1284
36,3/8/2017,21,3135,34,3659.05,4696,39,0,14.87,0.00,,0.0000,174.2405,
53,3/11/2017,221,20133,356,13181.81,115303,1524,30,440.92,1823.30,60.77666686,0.0197,59.6462,0.2418
34,3/6/2017,13,4263,14,2996.93,37598,565,4,233.16,661.85,165.4625015,0.0071,230.5331,0.3523
14,2/26/2017,136,6621,449,8582.42,12178,135,3,45.47,173.92,57.97333272,0.0222,63.1060,0.2614
6,3/15/2017,2639,245766,9778,204355.71,131438,1472,46,689.51,1833.35,39.85543492,0.0313,77.4368,0.3761
11,3/5/2017,45,3993,55,2467.24,57223,1096,27,198.07,1809.82,67.0303702,0.0246,54.8276,0.1094
39,2/27/2017,37,1132,143,1484.07,49487,884,19,84.6,641.11,33.74263201,0.0215,40.1100,0.1320
18,3/19/2017,471,21366,3098,63197.64,27650,443,6,84.21,902.10,150.3499997,0.0135,134.1776,0.0933
1,3/20/2017,21,3223,27,27682.40,120375,1806,7,692.45,4877.98,696.8542927,0.0039,1318.2095,0.1420
55,3/19/2017,29,8748,41,18947.87,218881,1824,13,1125.21,9361.60,720.1230733,0.0071,653.3748,0.1202
2,3/8/2017,34,1429,115,5088.23,41105,339,7,166.92,722.19,103.1699986,0.0206,149.6538,0.2311
39,2/25/2017,16,1171,79,765.48,51136,946,5,75.74,208.69,41.73799896,0.0053,47.8425,0.3629
40,2/25/2017,9,699,19,1339.95,193,2,0,2.23,0.00,,0.0000,148.8833,
5,3/12/2017,62,8589,466,2589.42,138640,1484,26,165.02,1187.33,45.66653877,0.0175,41.7648,0.1390
18,3/11/2017,423,19890,3206,70157.95,32459,470,12,91.94,974.31,81.1924998,0.0255,165.8580,0.0944
36,3/14/2017,48,5535,116,10407.92,3881,38,2,21.68,125.00,62.5,0.0526,216.8317,0.1734
3,3/2/2017,119,2383,1164,6704.55,92994,1083,71,149.68,3272.43,46.09056324,0.0656,56.3408,0.0457
20,3/20/2017,6,837,14,1015.51,24214,391,3,110.32,290.36,96.78666433,0.0077,169.2517,0.3799
48,3/18/2017,12,1753,232,2074.22,10387,210,1,22.17,641.27,641.2700195,0.0048,172.8517,0.0346
35,3/5/2017,7162,1054,16223,380142.77,110628,658,20,381.24,1325.49,66.27450008,0.0304,53.0777,0.2876
27,3/6/2017,396,16637,1743,59207.31,83206,1592,67,1212.05,9425.00,140.6716413,0.0421,149.5134,0.1286
2,2/28/2017,20,996,60,3176.41,38559,311,7,138.1,444.76,63.53714234,0.0225,158.8205,0.3105
7,3/22/2017,3,331,4,348.98,3105,42,0,16.76,0.00,,0.0000,116.3267,
2,2/24/2017,29,1127,103,3853.88,25027,192,7,70.22,594.47,84.92428562,0.0365,132.8924,0.1181
5,2/23/2017,79,7709,429,2845.89,123829,1192,44,134.57,1491.13,33.88931817,0.0369,36.0239,0.0902
1,3/21/2017,18,2939,21,17395.47,125347,1762,4,678.41,3026.41,756.6025009,0.0023,966.4150,0.2242
45,2/28/2017,3,344,4,34.96,45951,233,4,106.44,334.91,83.72750282,0.0172,11.6533,0.3178
42,3/22/2017,3136,97660,6791,322386.63,1141705,10308,307,9092.39,16370.86,53.325277,0.0298,102.8019,0.5554
26,2/25/2017,76,17759,87,6115.65,25670,357,8,175.82,326.12,40.76500034,0.0224,80.4691,0.5391
37,3/17/2017,396,19147,1151,47432.83,43490,506,24,269.56,1675.42,69.80916556,0.0474,119.7799,0.1609
49,3/7/2017,95,3201,135,7351.18,51161,1410,58,155.79,3618.18,62.382414,0.0411,77.3808,0.0431
12,3/6/2017,10,2517,16,3538.20,24953,355,3,138.09,2131.80,710.6000074,0.0085,353.8200,0.0648
7,2/27/2017,3,345,8,638.00,7060,61,1,36.04,99.19,99.19000244,0.0164,212.6667,0.3633
24,3/17/2017,18,1130,29,768.13,47540,598,4,85,189.44,47.36000061,0.0067,42.6739,0.4487
30,2/25/2017,847,102930,3729,51809.17,45665,647,15,147.55,610.74,40.71600075,0.0232,61.1679,0.2416
49,3/15/2017,58,2817,105,4337.62,60769,1390,33,356.02,2519.74,76.35575673,0.0237,74.7866,0.1413
10,3/21/2017,278,7131,2578,84450.06,67853,919,20,787.77,2810.37,140.5185007,0.0218,303.7772,0.2803
10,2/24/2017,256,6055,2021,90127.54,68310,904,33,952.8,4469.62,135.443031,0.0365,352.0607,0.2132
28,3/6/2017,0,5337,0,0.00,138997,1592,45,811.22,1493.51,33.18911135,0.0283,,0.5432
18,2/26/2017,497,22939,4158,72324.95,29198,482,14,119.59,916.54,65.46714333,0.0290,145.5230,0.1305
52,3/11/2017,24,5929,36,12757.66,41756,589,8,275.37,2233.38,279.1724997,0.0136,531.5692,0.1233
32,3/21/2017,11,1902,39,25288.30,28486,331,5,295.59,2109.49,421.8980042,0.0151,2298.9364,0.1401
2,3/17/2017,24,1564,117,2708.56,24642,216,4,69.74,286.39,71.59749877,0.0185,112.8567,0.2435
39,3/18/2017,22,1051,124,1403.96,55135,928,9,95.77,297.45,33.04999966,0.0097,63.8164,0.3220
49,3/11/2017,50,2720,116,4911.42,57024,1473,47,264.52,4685.83,99.69851116,0.0319,98.2284,0.0565
27,3/3/2017,335,14528,1397,41907.69,81490,1531,51,1177.03,4587.01,89.94137244,0.0333,125.0976,0.2566
14,3/5/2017,99,5503,277,5871.64,14829,194,10,73.79,606.79,60.67899952,0.0515,59.3095,0.1216
34,3/7/2017,29,3817,42,7512.72,28918,425,8,160.49,2190.64,273.8299999,0.0188,259.0593,0.0733
50,2/25/2017,11,991,12,7977.50,33505,346,8,112.04,5251.00,656.375,0.0231,725.2273,0.0213
38,3/20/2017,6,439,8,1272.92,11759,170,3,81.38,832.82,277.6066742,0.0176,212.1533,0.0977
8,3/21/2017,1111,13096,1742,34561.76,80556,1869,74,249.06,4753.08,64.23081019,0.0396,31.1087,0.0524
13,3/5/2017,48,7689,131,2491.00,9251,148,5,81.03,374.96,74.99199829,0.0338,51.8958,0.2161
28,3/10/2017,0,4628,0,0.00,126331,1514,12,799.95,323.03,26.9191668,0.0079,,2.4764
36,2/25/2017,133,3295,294,28340.00,5265,73,7,41.87,1032.20,147.4571424,0.0959,213.0827,0.0406
30,3/10/2017,1091,138617,8332,60629.30,46786,581,13,133.39,356.14,27.39538457,0.0224,55.5722,0.3745
47,3/22/2017,65,16691,77,6040.81,28627,726,17,57.39,636.81,37.45941151,0.0234,92.9355,0.0901
45,2/25/2017,1,323,1,9.95,49069,219,1,88.8,9.95,9.949999809,0.0046,9.9500,8.9246
9,3/10/2017,256,23372,794,74376.94,365238,5697,90,1402.1,28814.63,320.1625554,0.0158,290.5349,0.0487
25,2/27/2017,377,6263,1011,17729.21,0,0,0,0,0.00,,,47.0271,
43,2/24/2017,206,14939,547,10979.08,81937,821,22,307.39,815.76,37.08000037,0.0268,53.2965,0.3768
32,3/4/2017,4,1586,5,3196.00,17132,212,3,126.61,588.00,196,0.0142,799.0000,0.2153
20,3/16/2017,5,847,10,777.40,21597,330,2,88.36,266.62,133.3099957,0.0061,155.4800,0.3314
15,2/25/2017,56,3034,90,5294.13,48290,661,24,201.91,851.73,35.48875014,0.0363,94.5380,0.2371
12,2/23/2017,9,2114,14,1776.30,31405,365,4,183.77,639.01,159.7524977,0.0110,197.3667,0.2876
42,3/21/2017,3179,104936,7076,325389.87,1101214,10020,325,8799.87,19241.09,59.20335391,0.0324,102.3560,0.4573
23,3/8/2017,198,21137,635,38360.53,45210,882,18,225.37,4081.28,226.7377801,0.0204,193.7401,0.0552
5,3/9/2017,66,8262,597,3001.96,111288,1249,30,150.91,1222.10,40.73666699,0.0240,45.4842,0.1235
46,3/11/2017,175,11639,3518,37623.10,99991,1216,14,448.78,607.88,43.41999987,0.0115,214.9891,0.7383
10,3/17/2017,210,6836,2627,72845.71,57512,800,16,632.65,2954.77,184.6731246,0.0200,346.8843,0.2141
5,3/11/2017,63,8211,548,2829.64,149177,1675,31,184.51,1024.78,33.05741977,0.0185,44.9149,0.1800
29,3/20/2017,14,1728,34,540.98,51543,820,9,238.27,324.70,36.07777754,0.0110,38.6414,0.7338
35,3/9/2017,4756,1150,10768,252885.62,90032,597,37,327.62,1338.93,36.18729746,0.0620,53.1719,0.2447
17,3/15/2017,108,13120,266,16981.53,74576,1159,23,254.33,3187.05,138.5673914,0.0198,157.2364,0.0798
41,3/2/2017,25,1413,52,5463.40,23124,306,7,275.5,851.70,121.6714281,0.0229,218.5360,0.3235
36,3/6/2017,22,4814,37,4664.75,5022,62,0,31.27,0.00,,0.0000,212.0341,
29,3/10/2017,8,1244,26,383.76,40016,625,4,182.09,157.85,39.46250105,0.0064,47.9700,1.1536
47,3/8/2017,64,17906,94,4073.33,24314,641,22,49.21,1041.23,47.3286366,0.0343,63.6458,0.0473
6,3/20/2017,1617,206294,4765,135630.06,209838,2529,44,1102.05,2350.62,53.42318184,0.0174,83.8776,0.4688
12,2/27/2017,6,2265,9,5669.53,29851,379,2,173.2,15.95,7.974999905,0.0053,944.9217,10.8589
30,2/28/2017,530,75268,3121,50040.16,44642,571,12,125.44,577.94,48.16166687,0.0210,94.4154,0.2170
1,3/5/2017,8,3361,11,3909.41,117845,2004,12,654.02,7399.38,616.6150039,0.0060,488.6763,0.0884
24,3/12/2017,20,1289,35,730.95,54732,708,8,165.44,358.78,44.84750032,0.0113,36.5475,0.4611
5,3/15/2017,71,8801,360,2330.16,118044,1362,35,162.61,1506.31,43.03742868,0.0257,32.8192,0.1080
38,2/27/2017,5,196,5,1278.95,8328,93,2,49.55,403.96,201.9799957,0.0215,255.7900,0.1227
20,3/19/2017,15,1004,17,1404.69,29303,530,14,132.29,1123.34,80.23857198,0.0264,93.6460,0.1178
40,3/15/2017,4,447,5,398.00,543,2,0,1.88,0.00,,0.0000,99.5000,
51,2/24/2017,69,1048,225,7101.82,9025,92,4,206.12,172.93,43.2324996,0.0435,102.9249,1.1919
54,3/12/2017,4,771,5,293.95,26258,191,0,181.22,0.00,,0.0000,73.4875,
27,3/8/2017,347,14932,1567,43622.74,77583,1447,59,1040.35,6505.51,110.2628812,0.0408,125.7140,0.1599
5,3/4/2017,79,7221,480,3545.13,175990,1737,38,327.05,1456.60,38.33157881,0.0219,44.8751,0.2245
14,3/6/2017,104,5858,279,5848.31,15944,197,7,85.76,312.16,44.59428569,0.0355,56.2337,0.2747
18,3/22/2017,502,26161,3082,77522.78,36290,509,12,116.35,1086.98,90.58166695,0.0236,154.4278,0.1070
16,3/9/2017,153,6768,267,10526.15,9258,91,2,41.58,157.94,78.97000122,0.0220,68.7984,0.2633
54,3/20/2017,6,678,6,419.94,19212,166,2,105.9,46.98,23.48999977,0.0120,69.9900,2.2542
54,3/21/2017,2,576,4,299.96,13772,136,0,69.55,0.00,,0.0000,149.9800,
38,3/22/2017,7,346,13,1910.51,13075,161,3,77.54,585.96,195.3200048,0.0186,272.9300,0.1323
46,3/3/2017,284,19486,6426,81130.99,97102,1200,37,689.2,4636.05,125.2986494,0.0308,285.6725,0.1487
31,3/13/2017,141,12765,807,11697.26,57366,1142,13,251.51,879.09,67.62230919,0.0114,82.9593,0.2861
51,3/13/2017,75,645,279,8113.29,12246,119,9,179.18,804.66,89.40666707,0.0756,108.1772,0.2227
52,3/7/2017,33,7322,53,15994.39,40041,568,3,320.56,2850.99,950.3300006,0.0053,484.6785,0.1124
14,3/8/2017,91,6333,223,4890.06,17142,196,13,81.86,384.81,29.60076978,0.0663,53.7369,0.2127
51,3/3/2017,104,1264,335,10080.69,13796,131,15,177.36,1297.60,86.50666707,0.1145,96.9297,0.1367
49,3/10/2017,70,2677,121,5147.15,47533,1196,32,186.97,1978.30,61.8218759,0.0268,73.5307,0.0945
3,3/15/2017,131,2461,988,5775.34,101284,1473,89,204.9,3070.21,34.49674148,0.0604,44.0866,0.0667
41,3/12/2017,12,549,18,1286.00,18917,197,4,149.25,670.00,167.5,0.0203,107.1667,0.2228
48,3/2/2017,37,2220,844,5288.07,29795,488,8,314.88,489.31,61.16374946,0.0164,142.9208,0.6435
15,3/7/2017,76,4152,472,15738.12,59611,778,27,232.86,3821.67,141.5433325,0.0347,207.0805,0.0609
51,2/23/2017,94,1165,323,10112.75,11279,97,4,216.26,262.93,65.73250198,0.0412,107.5824,0.8225
31,3/11/2017,132,13794,678,9789.07,52830,1254,14,244.46,729.51,52.10785743,0.0112,74.1596,0.3351
27,3/22/2017,341,15462,1400,40374.13,85895,1541,56,1070.18,6063.38,108.2746438,0.0363,118.3992,0.1765
29,3/4/2017,3,1071,7,241.50,24715,416,3,108,133.55,44.51666768,0.0072,80.5000,0.8087
50,2/24/2017,6,914,6,3344.98,29396,298,5,94.22,4322.99,864.597998,0.0168,557.4972,0.0218
25,3/14/2017,341,6436,892,16749.92,20735,193,12,278.32,488.81,40.73416646,0.0622,49.1200,0.5694
22,3/21/2017,14,4904,17,21633.00,22248,160,0,148.95,0.00,,0.0000,1545.2143,
43,3/12/2017,236,18523,656,11847.30,65692,686,22,248.68,608.72,27.66909088,0.0321,50.2004,0.4085
39,3/7/2017,34,1432,191,1437.32,63849,1100,14,111.49,506.42,36.17285722,0.0127,42.2741,0.2202
19,2/25/2017,8,3817,16,8198.74,100963,1251,3,293.9,655.74,218.5800006,0.0024,1024.8425,0.4482
21,3/6/2017,12,996,24,754.06,22251,302,11,28.58,768.43,69.85727284,0.0364,62.8383,0.0372
29,3/11/2017,8,1139,14,409.05,38632,604,5,149.64,637.14,127.4279976,0.0083,51.1312,0.2349
9,3/15/2017,266,25149,704,66779.73,347253,5288,98,1362.87,14829.12,151.3175502,0.0185,251.0516,0.0919
51,2/27/2017,96,1073,292,9452.17,6804,98,13,201.79,718.81,55.29307791,0.1327,98.4601,0.2807
43,3/9/2017,228,16677,652,11472.52,54879,518,10,250.1,295.70,29.56999989,0.0193,50.3181,0.8458
46,3/22/2017,313,22614,5611,81527.98,128907,1471,53,885.68,5241.11,98.888869,0.0360,260.4728,0.1690
6,3/19/2017,1658,210864,5290,145141.31,194239,2358,51,981.83,2897.43,56.81235325,0.0216,87.5400,0.3389
14,2/23/2017,118,7021,317,6556.51,13859,137,4,53.56,122.42,30.60499954,0.0292,55.5636,0.4375
31,3/21/2017,143,14356,779,11868.46,43318,774,5,248.16,477.11,95.42199974,0.0065,82.9962,0.5201
5,3/7/2017,71,7752,549,2606.75,102127,990,23,105.77,893.53,38.84912981,0.0232,36.7148,0.1184
21,3/15/2017,13,858,25,720.18,21658,252,10,21.6,359.79,35.97900009,0.0397,55.3985,0.0600
13,3/12/2017,52,7129,165,2502.00,10404,114,4,68.95,119.71,29.92750049,0.0351,48.1154,0.5760
39,3/12/2017,26,1372,96,821.38,68402,1168,21,118.61,674.74,32.13047632,0.0180,31.5915,0.1758
52,3/9/2017,21,7162,26,11293.99,38822,515,3,261.71,2313.16,771.0533447,0.0058,537.8090,0.1131
53,3/18/2017,215,16990,307,12194.07,103794,1256,29,344.84,1175.10,40.52068973,0.0231,56.7166,0.2935
28,2/26/2017,0,4192,0,0.00,112510,1367,49,628.09,1671.84,34.11918375,0.0358,,0.3757
15,2/24/2017,73,3435,252,13836.06,41489,579,25,181.71,2424.98,96.9991996,0.0432,189.5351,0.0749
40,3/13/2017,8,561,17,1666.00,822,2,0,4.36,0.00,,0.0000,208.2500,
54,3/6/2017,4,377,4,289.96,6228,60,2,33.97,83.98,41.99000072,0.0333,72.4900,0.4045
44,2/23/2017,62,15298,168,3911.91,27100,312,6,49.47,182.84,30.47333399,0.0192,63.0953,0.2706
55,2/26/2017,21,6703,33,16467.41,206512,2096,15,1302.7,10234.65,682.3099935,0.0072,784.1624,0.1273
1,3/2/2017,24,2816,32,13929.88,95322,1557,9,669.65,4809.32,534.3688876,0.0058,580.4117,0.1392
35,3/4/2017,6679,865,14813,337493.33,94173,524,19,290.47,588.88,30.99368427,0.0363,50.5305,0.4933
23,3/3/2017,184,20587,765,47062.39,44992,843,14,224.76,2170.03,155.002143,0.0166,255.7739,0.1036
33,3/21/2017,739,19599,3066,72386.51,77859,751,35,872.64,1560.55,44.58714307,0.0466,97.9520,0.5592
31,2/23/2017,106,11026,728,9904.03,46847,934,9,296.52,804.02,89.33555645,0.0096,93.4342,0.3688
38,2/28/2017,2,203,2,344.98,7862,80,1,44.45,23.99,23.98999977,0.0125,172.4900,1.8529
9,3/22/2017,348,31438,1081,75838.65,409577,6239,78,1654,12988.69,166.5216653,0.0125,217.9272,0.1273
55,3/2/2017,25,4728,45,19703.99,98790,929,12,520.36,10556.28,879.6899999,0.0129,788.1596,0.0493
7,3/3/2017,4,574,16,1155.97,13425,57,1,44.11,43.98,43.97999954,0.0175,288.9925,1.0030
37,3/12/2017,594,26927,2210,81885.00,63150,776,25,410.37,1132.18,45.28720005,0.0322,137.8535,0.3625
20,2/23/2017,17,1007,23,2068.65,27499,345,5,146.32,647.44,129.4880013,0.0145,121.6853,0.2260
